23670: ACCT,"Accounting Information Systems"
29430: MUSI,"Sem in Tchg Music: Elem"
29431: MUSI,"Seminar Research Music Educ"
29432: MUSI,"Seminar in Music Theory"
29433: MUSI,"Seminar in Teaching Music: Ele"
29434: MUSI,"Seminar in Teaching Music: Sec"
29435: MUSI,"Seminar in the Teaching of Mus"
29436: MUSI,"Seminars Performance Practice"
29437: MUSI,"Senior Project"
29438: MUSI,"Sight Sing & Ear"
29439: MUSI,"Sight Singing and Dictation I"
29440: MUSI,"Sight Singing and Dictation II"
29441: MUSI,"Sight Singing and Dictation IV"
29442: MUSI,"Sight Singing/Dict III"
29443: MUSI,"Special Problems"
29444: MUSI,"Special Topics Music Education"
29445: MUSI,"Ss & Dict 1"
29446: MUSI,"Ss & Dict 2"
29447: MUSI,"St Lit Mus Ravel"
29448: MUSI,"Std Lit Music"
29449: MUSI,"Stravinsky"
29450: MUSI,"String Ensemble"
29451: MUSI,"String Quartet Hist & Perfmnce"
29452: MUSI,"String Quartets"
29453: MUSI,"String Repertoire"
29454: MUSI,"String Repertory"
29455: MUSI,"Student Teaching in Music"
29456: MUSI,"Studies 20C Thry"
29457: MUSI,"Studies Lit of Music"
29458: MUSI,"Symphny From Schbrt To Pres"
29459: MUSI,"Symphny Up & Incl Bethvn"
29460: MUSI,"Symphonic Wind Ensemble"
29461: MUSI,"Tape Stu Comp"
29462: MUSI,"Teaching of Choral Music"
29463: MUSI,"Teaching of Instrumental Music"
29464: MUSI,"Th Sem: 19C Sym"
29465: MUSI,"The American Musical Theatre"
29466: MUSI,"The Art Song"
29467: MUSI,"The Art of Keyboard Collab"
29468: MUSI,"The Concerto"
29469: MUSI,"The School Choral Program"
29470: MUSI,"Theory Sem: Theory"
29471: MUSI,"Theory Survey"
29472: MUSI,"Theory: Topical Lecture Course"
29473: MUSI,"Thesis"
29474: MUSI,"Thesis In Mus Educ"
29475: MUSI,"Tonal Harmony and Counterpoint"
29476: MUSI,"Topical Course Applied Music"
29477: MUSI,"Topical Course in Performance"
29478: MUSI,"Topical Crs in Ethnomusicology"
29479: MUSI,"Topical Workshop in Performanc"
29480: MUSI,"Topics Chamber Music Research"
29481: MUSI,"Topics In Music Education"
29482: MUSI,"Topics in Musicology"
29483: MUSI,"Topics in Non-Western Music"
29484: MUSI,"Topics in the History of Music"
29485: MUSI,"Twentieth Century"
29486: MUSI,"Twentieth-Century Opera"
29487: MUSI,"Und Composition Tutorial"
29488: MUSI,"Undergrad Jazz En"
29489: MUSI,"VT: Music Theo & Musicianship"
29490: MUSI,"VT: Special Topics"
29491: MUSI,"VT: Style Criticism"
29492: MUSI,"VT: Topics in Music"
29493: MUSI,"VT:Stdies In Music"
29494: MUSI,"Violin Rep"
29495: MUSI,"Violin: Hist & Lit"
29496: MUSI,"Vocal Ensemble"
29497: MUSI,"Vocal Pedagogy"
29498: MUSI,"Vocal Repertoire"
29499: MUSI,"Vocal Repertory"
29500: MUSI,"Vt: History Survey"
29501: MUSI,"Vt: Srvy Rptry Maj Instr & Vce"
29502: MUSI,"Vt: Topical Course Music Lit"
29503: MUSI,"Vt: Tpcl Crse Music Lit"
29504: MUSI,"Vt:Music Lit"
29505: MUSI,"Vt:Music Theory & Musicianship"
29506: MUSI,"Vt:Studies Mus Lit"
29507: MUSI,"Vt:Studies Music Lit"
29508: MUSI,"Vt:Theory & M’Ship"
29509: MUSI,"Wagner"
29510: MUSI,"Western Music History Survey"
29511: MUSI,"Wind Ensemble"
29512: MUSI,"Woodwind Rep"
29513: MUSI,"Woodwind Repertory"
29514: MUSI,"Woodwinds"
29515: MUSI,"Writing Musical Culture"
29516: MUSI,"Writing about Music"
29517: OFTC,"Ed Pblm Sch Sec"
29518: OFTC,"Sch Rc Accts"
29519: OFTC,"Secretarial Studies Elective"
29520: ORST,"East Asia Civ 1"
29521: ORST,"East Asian Civ 2"
29522: ORST,"Lasar - Humiii/Pinwc"
29523: ORST,"Lasar-Hum Iii"
29524: ORST,"Lasar-Pinwc"
29525: PERM,"CUNY Permit"
29526: PERM,"Cuny Permit"
29527: PERM,"Non-CUNY Permit"
29528: PERM,"Pemit to CUNY College"
29529: PERM,"Permit Course"
29530: PERM,"Permit Non-Cuny"
29531: PERM,"Permit Out"
29532: PERM,"Permit To CUNY College"
29533: PERM,"Permit To Cuny Col"
29534: PERM,"Permit To Cuny Coll"
29535: PERM,"Permit To Cuny College"
29536: PERM,"Permit To Non-Cuny Col"
29537: PERM,"Permit to CUNY College"
29538: PHIL,"Advanced Logic"
29539: PHIL,"Aesthetics"
29540: PHIL,"Ancient Philo"
29541: PHIL,"Ancient Philosophy: Aristotle"
29542: PHIL,"Ancient Philosophy: Plato"
29543: PHIL,"Aristotle and Maimonides"
29544: PHIL,"Business Ethics"
29545: PHIL,"Challenge of Future"
29546: PHIL,"Class & Trad Log"
29547: PHIL,"Contemp Issues in Philos Persp"
29548: PHIL,"Contemp Phil"
29549: PHIL,"Contemp Phil 1"
29550: PHIL,"Contemp Philosophy II"
29551: PHIL,"Contemporary Metaphysics"
29552: PHIL,"Contemporary Philosophy 1"
29553: PHIL,"Descartes To Hume"
29554: PHIL,"Early Medieval Philo"
29555: PHIL,"Empiricism"
29556: PHIL,"Epistemology"
29557: PHIL,"Ethical Analyses"
29558: PHIL,"Ethical Systems"
29559: PHIL,"Ethics"
29560: PHIL,"Exis & Jewish Tht"
29561: PHIL,"Exist & Jewish Phil"
29562: PHIL,"Existent & Mod Jew Phil"
29563: PHIL,"Existentialism"
29564: PHIL,"Film & Politics"
29565: PHIL,"Film & Politics 2"
29566: PHIL,"Film29567: PHIL,"Film/Phil/Pol"
29568: PHIL,"Freedom and Responsibility"
29569: PHIL,"Gender Benders"
29570: PHIL,"Heidegger’s Nietzsch"
29571: PHIL,"Hist Anc Phil"
29572: PHIL,"Hist Medieval Phil"
29573: PHIL,"Hist Mod Phil 1"
29574: PHIL,"Hist Mod Phil 2"
29575: PHIL,"History of American Philosophy"
29576: PHIL,"History of Ancient Philosophy"
29577: PHIL,"History of Medieval Philosophy"
29578: PHIL,"Honors Seminar"
29579: PHIL,"Ideas in Literature"
29580: PHIL,"Intro Philo Relig"
29581: PHIL,"Intro Philo Religion"
29582: PHIL,"Intro Philosophy of Religion"
29583: PHIL,"Intro to Eastern Philosophy"
29584: PHIL,"Introduction to Aesthetics"
29585: PHIL,"Introduction to Ethics"
29586: PHIL,"Introduction to Philosophy"
29587: PHIL,"Iss Phil Persp"
29588: PHIL,"Kant To Nietzsche"
29589: PHIL,"Kant to Nietzsche"
29590: PHIL,"Kant to Nietzsche II"
29591: PHIL,"Landmarks In Phil IV"
29592: PHIL,"Late Medieval Philosophy"
29593: PHIL,"Law Ethics Med"
29594: PHIL,"Law29595: PHIL,"Life Love & Death"
29596: PHIL,"Logic"
29597: PHIL,"Logic & Scientific Method"
29598: PHIL,"Logic and Language"
29599: PHIL,"Love And Plato"
29600: PHIL,"Major Philosophical Thinkers"
29601: PHIL,"Metaphysics"
29602: PHIL,"Meth Empirical Sciences"
29603: PHIL,"Middle&Late 19 Century"
29604: PHIL,"Mod Hist Of Phil"
29605: PHIL,"Modern Logic"
29606: PHIL,"Modern Philosophy 1"
29607: PHIL,"Myth/Music/Cinema"
29608: PHIL,"Nietzsche"
29609: PHIL,"Oriental Phil"
29610: PHIL,"Phenomenology"
29611: PHIL,"Phil Of Hist"
29612: PHIL,"Phil Of Knowledge"
29613: PHIL,"Phil Of Soc Sci"
29614: PHIL,"Phil of Natural Sciences"
29615: PHIL,"Phil/Lit/Pol"
29616: PHIL,"Philo & Holocaust"
29617: PHIL,"Philo Chal Of Fut"
29618: PHIL,"Philo In Lit"
29619: PHIL,"Philo of Religion"
29620: PHIL,"Philosophical Analysis"
29621: PHIL,"Philosophy and Feminism"
29622: PHIL,"Philosophy and the Holocaust"
29623: PHIL,"Philosophy of History"
29624: PHIL,"Philosophy of Knowledge"
29625: PHIL,"Philosophy of Language"
29626: PHIL,"Philosophy of Law"
29627: PHIL,"Philosophy of Mathematics"
29628: PHIL,"Philosophy of Mind"
29629: PHIL,"Philosophy of Religion"
29630: PHIL,"Philosophy of Social Sciences"
29631: PHIL,"Philosophy of the Environment"
29632: PHIL,"Philosophy of the State"
29633: PHIL,"Plato"
29634: PHIL,"Plato and the Bible"
29635: PHIL,"Plato’s Timaeus"
29636: PHIL,"Political Philo"
29637: PHIL,"Political Philosophy"
29638: PHIL,"Politics In Educ"
29639: PHIL,"Post Modernism"
29640: PHIL,"Pragmatism"
29641: PHIL,"Probability and Induction"
29642: PHIL,"Problems in Philosophy"
29643: PHIL,"Rationalism"
29644: PHIL,"Rdngs In Phil"
29645: PHIL,"Reading In Philo"
29646: PHIL,"Renaiss Philosophy"
29647: PHIL,"Research"
29648: PHIL,"Research Paper"
29649: PHIL,"Sem Hist Phil"
29650: PHIL,"Seminar"
29651: PHIL,"Seminar in Philosophy"
29652: PHIL,"Special Studies in Philosophy"
29653: PHIL,"Spinoza & Mor Fre"
29654: PHIL,"Stds in Late Mod Phil: Kant"
29655: PHIL,"The Great Phils"
29656: PHIL,"The Judaic State"
29657: PHIL,"The Philosophy of Plato"
29658: PHIL,"Thesis Research"
29659: PHIL,"Tutorial: Special Problems"
29660: PHIL,"Tutorial:Special Problems"
29661: PHIL,"Vt: Adv Prob in Philo of Relig"
29662: PHIL,"Vt: Phil Perspective"
29663: PHIL,"Vt: Philo Perspect Hist of Sci"
29664: PHIL,"Vt: Read Cont Ethic Thry"
29665: PHIL,"Vt: Rec Continental Philosophy"
29666: PHIL,"Writing Workshop"
29667: PHOT,"Darkroom Photography I"
29668: PHOT,"Digital Photography I"
29669: PHOT,"Imaging Resistance"
29670: PHOT,"Medium & Large Format Photo"
29671: PHOT,"Photography Internship"
29672: PHOT,"Photography Special Projects"
29673: PHOT,"Senior Photography Seminar"
29674: PHOT,"Senior Photography Thesis"
29675: PHOT,"Studio Lighting I"
29676: PHOT,"Studio Lighting II"
29677: PHOT,"VT. Alternative Processes in P"
29678: PHOT,"VT: Alternative Processes I"
29679: PHOT,"VT: Darkroom Photography II"
29680: PHOT,"VT: Darkroom Photography III"
29681: PHOT,"VT: Digital Photography II"
29682: PHOT,"VT: Digital Photography III"
29683: PHOT,"VT: Documentary and Narrative"
29684: PHYS,"Advanced Quantum Theory"
29685: PHYS,"Analytical Dynamics"
29686: PHYS,"Analytical Mechanics"
29687: PHYS,"Appl of Machine Learning"
29688: PHYS,"Applied Electrodynamics"
29689: PHYS,"Applied Quantum Mechanics"
29690: PHYS,"Atomic Physics"
29691: PHYS,"COLLEGE PHYSICS I"
29692: PHYS,"Clas Phys Lab"
29693: PHYS,"Classical Physics Laboratory I"
29694: PHYS,"College Physics II"
29695: PHYS,"Colloquium"
29696: PHYS,"Computational Methods in Phys"
29697: PHYS,"Conceptual  Physics  Lec"
29698: PHYS,"Conceptual Physics"
29699: PHYS,"Conceptual Physics Laboratory"
29700: PHYS,"Condensed Matter Physics"
29701: PHYS,"Continuum Mech"
29702: PHYS,"Coop Educ Placement"
29703: PHYS,"Cosmology"
29704: PHYS,"Cryophysics"
29705: PHYS,"Electrical Circuits"
29706: PHYS,"Electromagnetic Theory"
29707: PHYS,"Electromagnetic Theory I"
29708: PHYS,"Electromagnetic Theory II"
29709: PHYS,"Electromagnetic Theory."
29710: PHYS,"Electromagnetism"
29711: PHYS,"Electromagnetism I"
29712: PHYS,"Electromagnetism II"
29713: PHYS,"Evol Mod Phys"
29714: PHYS,"Fluid Dynamics"
29715: PHYS,"Foundation Growth Techniques"
29716: PHYS,"Foundations of Physics"
29717: PHYS,"Fundamentals Quantum Mechanics"
29718: PHYS,"General Physics"
29719: PHYS,"General Physics I"
29720: PHYS,"General Physics I Laboratory"
29721: PHYS,"General Physics II"
29722: PHYS,"General Physics II Laboratory"
29723: PHYS,"Graduate Physics Laboratory"
29724: PHYS,"Graduate Research"
29725: PHYS,"Heat"
29726: PHYS,"Int Methods Math Phys"
29727: PHYS,"Inter Methods Math Phys"
29728: PHYS,"Inter Methods Math Physics"
29729: PHYS,"Internship"
29730: PHYS,"Internship I"
29731: PHYS,"Internship II"
29732: PHYS,"Intro Math Physics"
29733: PHYS,"Intro Mgmt Sci & Engineer Proj"
29734: PHYS,"Intro Mod Phys For Eng"
29735: PHYS,"Intro Mod Physics"
29736: PHYS,"Intro Nano & Microfabrication"
29737: PHYS,"Intro Phys Sci"
29738: PHYS,"Intro Physics of Musical Sound"
29739: PHYS,"Intro to Scientific Computing"
29740: PHYS,"Introduction to Cosmology"
29741: PHYS,"Introduction to Modern Physics"
29742: PHYS,"Introduction to Relativity"
29743: PHYS,"Math Methods Physics"
29744: PHYS,"Mech 2"
29745: PHYS,"Mechanics"
29746: PHYS,"Mechanics 1"
29747: PHYS,"Methods Math Phys"
29748: PHYS,"Microwave Instrumentation Lab"
29749: PHYS,"Modern Aspects of Physics"
29750: PHYS,"Modern Optics"
29751: PHYS,"Modern Physics Laboratory"
29752: PHYS,"Nuclear Physics"
29753: PHYS,"Nuclear&Elem Particle Phys"
29754: PHYS,"Optics"
29755: PHYS,"Optoelectronics"
29756: PHYS,"Particle Physics"
29757: PHYS,"Photonics Laboratory"
29758: PHYS,"Photopgraphy"
29759: PHYS,"Phy For Comp Sci"
29760: PHYS,"Phy Of Musical Sound"
29761: PHYS,"Phys For Comp Sci"
29762: PHYS,"Phys Princ Telecomm"
29763: PHYS,"Physical Science"
29764: PHYS,"Physics and the Future"
29765: PHYS,"Physics for Computer Science 2"
29766: PHYS,"Physics for Computer Science I"
29767: PHYS,"Physics of Lasers"
29768: PHYS,"Physics of Music and Sound"
29769: PHYS,"Physics of Musical Sound"
29770: PHYS,"Physics of Semiconductors"
29771: PHYS,"Plasma Physics"
29772: PHYS,"Princ Quantum Mechanics"
29773: PHYS,"Princ of Physics II Lab"
29774: PHYS,"Principles of Physics I"
29775: PHYS,"Principles of Physics I Lab"
29776: PHYS,"Principles of Physics II"
29777: PHYS,"Principles of Telecommun"
29778: PHYS,"Quantum Mechanics"
29779: PHYS,"Relativ/Gravitation"
29780: PHYS,"Research and Writing Sciences"
29781: PHYS,"Rsrch And Writing In Sci"
29782: PHYS,"Sci Non-Sci Stud"
29783: PHYS,"Sci of Fractals & Applications"
29784: PHYS,"Selected Topics"
29785: PHYS,"Seminar"
29786: PHYS,"Senior Research Project I"
29787: PHYS,"Senior Research Project II"
29788: PHYS,"Sol State Elect"
29789: PHYS,"Solid State Electronics"
29790: PHYS,"Solid State Physics"
29791: PHYS,"Sound"
29792: PHYS,"Special Problems"
29793: PHYS,"Special Topics"
29794: PHYS,"Statistical Mechanics"
29795: PHYS,"Statistical Physics"
29796: PHYS,"Theor Sld St Phys"
29797: PHYS,"Theory of Quantum Liquids"
29798: PHYS,"Thermodyn & Stat Mech"
29799: PHYS,"Thermodynamics"
29800: PHYS,"Thesis"
29801: PHYS,"X-ray Diffraction"
29802: POLI,"Elem Polish 2"
29803: POLI,"Exempt (Cuny Aa/As)"
29804: POLI,"Inter Polish"
29805: POLI,"Polish Lang Exempt"
29806: POLI,"Req Met Based On H.S"
29807: POLI,"Req Met By Prior Wrk"
29808: POLI,"Req Met By Prof Exam"
29809: PORT,"Afro-Brazil Culture"
29810: PORT,"Elementary Portuguese I"
29811: PORT,"Elementary Portuguese II"
29812: PORT,"Global Port Lit in Translation"
29813: PORT,"Inten Port"
29814: PORT,"Inten Port 1"
29815: PORT,"Inten Port 2"
29816: PORT,"Inten Port 3"
29817: PORT,"Intermediate Portuguese I"
29818: PORT,"Intermediate Portuguese II"
29819: PORT,"Luso-Braz Lit Trans"
29820: PORT,"Port/Brazil Lit 1"
29821: PORT,"Port/Brazil Lit 2"
29822: PORT,"Portuguese Lng Expt"
29823: PORT,"Seminar"
29824: PORT,"Vt:Port Civilization"
29825: POSC,"20 Century Political Thought"
29826: POSC,"Administrative Law and Regulat"
29827: POSC,"Afr In World Pol"
29828: POSC,"Afr Pol & Soc Film/Lit"
29829: POSC,"Albany Intern"
29830: POSC,"Amer Foreign Pol"
29831: POSC,"Amer Legis Process"
29832: POSC,"Amer Nationl Govt"
29833: POSC,"Amer Pol & Gov’T"
29834: POSC,"Amer Politics/Govt"
29835: POSC,"Amer Pres in 20C"
29836: POSC,"Amer Presidency"
29837: POSC,"Amer State/Local Gov’T"
29838: POSC,"America 21 Cent"
29839: POSC,"American Labor"
29840: POSC,"American Political Thought"
29841: POSC,"American Politics"
29842: POSC,"American Politics and Film"
29843: POSC,"American Politics and Gov’t"
29844: POSC,"Ancent-Medival Politcal Thght"
29845: POSC,"Applied Political Research"
29846: POSC,"Arabs/Israelis & Peace"
29847: POSC,"Asia in World Politics"
29848: POSC,"Auth Ref Tran Dem"
29849: POSC,"Black Political & Soc Thought"
29850: POSC,"Blacks In U.S. Pol"
29851: POSC,"Blk Pol & Soc Thg 1"
29852: POSC,"Blk Pol & Soc Thght"
29853: POSC,"Blk Pol & Soc Thgt"
29854: POSC,"Blk Pol & Soc Tht"
29855: POSC,"Business and Politics"
29856: POSC,"Capitalism and Democracy"
29857: POSC,"Cent Amer Politics"
29858: POSC,"China In Wrld Pol"
29859: POSC,"Cl Med Pol Th"
29860: POSC,"Classics Pol Thro"
29861: POSC,"Cls & Con Amer Life"
29862: POSC,"Cls Conf Amer Lf"
29863: POSC,"Colloquium in Int’l Politics"
29864: POSC,"Colloquium in Law and Politics"
29865: POSC,"Colloquium in Political Theory"
29866: POSC,"Comp Pub Pol Mkg"
29867: POSC,"Comp Revoltions"
29868: POSC,"Comp Revolutions"
29869: POSC,"Compar Public Admin"
29870: POSC,"Comparative Federalism"
29871: POSC,"Comparative Foreign Policy"
29872: POSC,"Comparative Pol"
29873: POSC,"Comparative Political Economy"
29874: POSC,"Comparative Politics"
29875: POSC,"Comparative Public Policy"
29876: POSC,"Conflict In Dvlpmnt"
29877: POSC,"Const Law I: Amer Fed Scheme"
29878: POSC,"Constitutional Law II"
29879: POSC,"Contemp Issues Int Relations"
29880: POSC,"Contemporary Africa"
29881: POSC,"Contemporary Asia"
29882: POSC,"Contemporary Central America"
29883: POSC,"Contemporary Comparative Gov’t"
29884: POSC,"Contemporary Middle East"
29885: POSC,"Contemporary Policy"
29886: POSC,"Contemporary Political Theory"
29887: POSC,"Contemporary Western Europe"
29888: POSC,"Core Concepts Political Theory"
29889: POSC,"Crisis Mod Democ"
29890: POSC,"Decision-Making in White House"
29891: POSC,"Dem Fascism Comsm"
29892: POSC,"Dem Socialism & Communism"
29893: POSC,"Democracy"
29894: POSC,"Democracy & Eco Pwr"
29895: POSC,"Democracy Latam"
29896: POSC,"Development of West/Nonwest St"
29897: POSC,"Domin Repub Comp/Per"
29898: POSC,"Drgusdvlpmdemlaam"
29899: POSC,"East Asia/World Pol"
29900: POSC,"Elect Pres 1992"
29901: POSC,"Elect/NYC/Mayor/1997"
29902: POSC,"Electing The Pres/’96"
29903: POSC,"Ethics & Pub Pol"
29904: POSC,"Ethics & Pub Policy"
29905: POSC,"Eur Soc & Com Mvmts"
29906: POSC,"Exec Leg Plcy Mkg"
29907: POSC,"Exec/Leg Pol Mkg"
29908: POSC,"Feminist Political Theory"
29909: POSC,"Field Work in Political Sci"
29910: POSC,"Frgn Pol Nuc Wpns"
29911: POSC,"Gov & Pol Lat Am"
29912: POSC,"Government and Defense"
29913: POSC,"Government of New York City"
29914: POSC,"Govt & Politics Ussr"
29915: POSC,"Govt Of New York"
29916: POSC,"Govt Pol Mid East"
29917: POSC,"Govt Pol USSR"
29918: POSC,"Human Rghts/Justice"
29919: POSC,"In Red La Pol Pro"
29920: POSC,"Ind Internships NYC & World"
29921: POSC,"Independ Intern NYC&Around Wor"
29922: POSC,"Interest Groups"
29923: POSC,"Intern TL Law"
29924: POSC,"Intern: International Politics"
29925: POSC,"Intern:Intntl Polits"
29926: POSC,"International Law"
29927: POSC,"International Law."
29928: POSC,"International Organization"
29929: POSC,"International Pol"
29930: POSC,"International Politics"
29931: POSC,"Internl Organiz"
29932: POSC,"Internship"
29933: POSC,"Internship Leg Politics"
29934: POSC,"Internship in Law and Advocacy"
29935: POSC,"Internship in Urban Politics"
29936: POSC,"Intl Cooperation"
29937: POSC,"Intl Politics Africa"
29938: POSC,"Intl Poltics"
29939: POSC,"Intro To Law"
29940: POSC,"Intro To Political Science"
29941: POSC,"Intro to Public Admin"
29942: POSC,"Justice and Law"
29943: POSC,"Labor Law"
29944: POSC,"Labor29945: POSC,"Lat Am New Int Order"
29946: POSC,"Lat Am Pol Thru Film"
29947: POSC,"Lat Amer In 1990s"
29948: POSC,"Latin America World Politics"
29949: POSC,"Latin/Amer/Pol Film"
29950: POSC,"Law & Human Rights"
29951: POSC,"Law29952: POSC,"Law29953: POSC,"Leg Proc In Amer"
29954: POSC,"Legal Reasoning"
29955: POSC,"Legal Writing"
29956: POSC,"Marxism"
29957: POSC,"Metropol/Commun Pwr Analys"
29958: POSC,"Mid East Wrld Pol"
29959: POSC,"Middle East in World Politics"
29960: POSC,"Middle/East/Wrld/Pol"
29961: POSC,"Middleeast Wrl Pol"
29962: POSC,"Military Pol Proc"
29963: POSC,"Military Pol Process"
29964: POSC,"Model United Nations"
29965: POSC,"Modern Greek State"
29966: POSC,"Modern Ideologies"
29967: POSC,"Modern Pol Theory"
29968: POSC,"Modern Political Thought"
29969: POSC,"NYC Internship"
29970: POSC,"Nat’Lism/Rev Lat Am"
29971: POSC,"Nyc Internship"
29972: POSC,"Organization Theory"
29973: POSC,"POL & GOV LAT AM"
29974: POSC,"Plan Metro Areas"
29975: POSC,"Pol & Ch Andean City"
29976: POSC,"Pol & Govt of USSR"
29977: POSC,"Pol & Religion"
29978: POSC,"Pol & The Media"
29979: POSC,"Pol Bureaucracy"
29980: POSC,"Pol Dev Emerg Nin"
29981: POSC,"Pol Develop Lat Am"
29982: POSC,"Pol Ethnic Cleansing&Genocide"
29983: POSC,"Pol Forecasting"
29984: POSC,"Pol Ideas & Film"
29985: POSC,"Pol Modernization"
29986: POSC,"Pol Of Israel"
29987: POSC,"Pol Of Terrorism"
29988: POSC,"Pol Part Elec Pbl"
29989: POSC,"Pol Part/Elect Prob"
29990: POSC,"Pol Sys: Africa S of Sahara"
29991: POSC,"Pol Sys: Reg Anal SE Asia"
29992: POSC,"Pol Terrorism"
29993: POSC,"Pol Thght In 20c"
29994: POSC,"Pol29995: POSC,"Pol29996: POSC,"Pol/Gov’t Africa"
29997: POSC,"Pol/Gov’t East Asia"
29998: POSC,"Pol/Gov’t Europe"
29999: POSC,"Policy Form Us Gov’T"
30000: POSC,"Policy&Pub Opinion Formation"
30001: POSC,"Polit Terrorism"
30002: POSC,"Political Controversies"
30003: POSC,"Political Culture & Political"
30004: POSC,"Political Leadership"
30005: POSC,"Political Parties"
30006: POSC,"Political Parties & Elections"
30007: POSC,"Political Sys: Great Britain"
30008: POSC,"Political Systems North Africa"
30009: POSC,"Political Systems:  France"
30010: POSC,"Political Systems: Far East"
30011: POSC,"Political Systems: Germany"
30012: POSC,"Political Systems: Latin Amer"
30013: POSC,"Political Systems: Middle East"
30014: POSC,"Political Theory"
30015: POSC,"Politics & Film"
30016: POSC,"Politics & Media"
30017: POSC,"Politics & Sport"
30018: POSC,"Politics International Economy"
30019: POSC,"Politics Of Crime"
30020: POSC,"Politics and the Media"
30021: POSC,"Politics of American Security"
30022: POSC,"Politics of Bureaucracy"
30023: POSC,"Politics of Crime"
30024: POSC,"Politics of Development"
30025: POSC,"Politics of Latin America"
30026: POSC,"Politics of Terrorism"
30027: POSC,"Post-Communist World"
30028: POSC,"Post-Sov Pol Inst"
30029: POSC,"Post-Sov Union/E Eur"
30030: POSC,"Post-Soviet Foreign Policy"
30031: POSC,"Power and Democracy in America"
30032: POSC,"Power in America"
30033: POSC,"Practical Psci"
30034: POSC,"Presidency in the U.S."
30035: POSC,"Prin of Pol Sci"
30036: POSC,"Princ Poli Sci"
30037: POSC,"Prob Marxist Thought"
30038: POSC,"Protst Dissent Am"
30039: POSC,"Pub Opin&Mass Media"
30040: POSC,"Pub Policy Making"
30041: POSC,"Pubadministration"
30042: POSC,"Public Administration"
30043: POSC,"Public Policy"
30044: POSC,"Public Policy Analysis"
30045: POSC,"Race30046: POSC,"Rel & Pol In Amer"
30047: POSC,"Research Skills in Pol Sci"
30048: POSC,"Revolution30049: POSC,"Russia in World Politics"
30050: POSC,"Russia&Soviet Successor States"
30051: POSC,"Sem Eur World Pol"
30052: POSC,"Sem In Amer Pol"
30053: POSC,"Sem Theory/Method"
30054: POSC,"Seminar in American Politics"
30055: POSC,"Seminar in Law and Politics"
30056: POSC,"Seminar in Political Theory"
30057: POSC,"Sex Cls Eth In Am"
30058: POSC,"Soc Movmnts & Political Power"
30059: POSC,"Soviet Politics"
30060: POSC,"Special Problems"
30061: POSC,"State Soc Lat Am"
30062: POSC,"Study Of Politics"
30063: POSC,"Summer Internship Washington"
30064: POSC,"Survy Progrm Lang"
30065: POSC,"The American Presidency"
30066: POSC,"The Judicial Process"
30067: POSC,"The Presidency"
30068: POSC,"The Public Service"
30069: POSC,"The Rule of Law"
30070: POSC,"The Welfare State"
30071: POSC,"Theories Law & Human Rights"
30072: POSC,"Theory & Method"
30073: POSC,"Thesis Research"
30074: POSC,"Trans To Democracy"
30075: POSC,"Transitions to Democracy"
30076: POSC,"US Constitutional Law II"
30077: POSC,"Ub4.4 Am Politics"
30078: POSC,"Understanding Legal Process"
30079: POSC,"United States Foreign Policy"
30080: POSC,"Urban Politics"
30081: POSC,"Us Constitut Law 1"
30082: POSC,"Us Legislative Proc"
30083: POSC,"Us Party System"
30084: POSC,"Us/World Politics"
30085: POSC,"VT: Colloq in Comp Polit"
30086: POSC,"VT: Seminar Comp Politics"
30087: POSC,"VT: Special Topics"
30088: POSC,"VT:Colloq Intl Rel"
30089: POSC,"Vt: Public Policy"
30090: POSC,"Vt:Colloq Amer Pol"
30091: POSC,"Vt:Colloquium in Amer Politics"
30092: POSC,"Vt:Colloquium in Comp Politics"
30093: POSC,"Vt:Sem Intl Law/Dipl"
30094: POSC,"Vt:Sem Intl Politics"
30095: POSC,"Vt:Sem Pol. Analysis"
30096: POSC,"Western & Post-Soviet Impact"
30097: POSC,"Western Europe World Politics"
30098: POSC,"Western Political Thought"
30099: POSC,"Women In Pol & Gov"
30100: POSC,"Writing Workshop"
30101: POSC,"X-Pol Of Sports"
30102: PSYC,"ABA: Measure & Applied Proj I"
30103: PSYC,"ABA: Measure&Applied Proj II"
30104: PSYC,"Ablation/Hist Techni"
30105: PSYC,"Abnormal Psych"
30106: PSYC,"Adv Behavioral Neuroscience"
30107: PSYC,"Adv Develop Psych"
30108: PSYC,"Adv Exp Psy: ABA"
30109: PSYC,"Adv Exp Psy: Cognition"
30110: PSYC,"Adv Exp Psy: Human Mem"
30111: PSYC,"Adv Exp Psy: Neurobio"
30112: PSYC,"Adv Exp Psy: Sens/Perc"
30113: PSYC,"Adv Exp Psy: Soc Pers"
30114: PSYC,"Adv Exp Psych: Clinical"
30115: PSYC,"Adv Exp Psych: Learning"
30116: PSYC,"Adv Exp Psychopa"
30117: PSYC,"Adv Exper Psych 2"
30118: PSYC,"Adv Exper Psych I"
30119: PSYC,"Adv Experimental"
30120: PSYC,"Adv Pract Acad Advsmt Pysch"
30121: PSYC,"Adv Social Psy"
30122: PSYC,"Advanced Practicum: Autism"
30123: PSYC,"Analytic Theory"
30124: PSYC,"Appl Beh Mod"
30125: PSYC,"Appl Of Beh Mod"
30126: PSYC,"Apps Bhvior Analys Animal Trng"
30127: PSYC,"Assess Intel Func"
30128: PSYC,"Assess Intell Func"
30129: PSYC,"Assessment Pers"
30130: PSYC,"Autism"
30131: PSYC,"Basic Neuroscience: Behavioral"
