19364: ACCT,"Accounting Information Systems"
21470: PRLS,"Violence & Americas"
21471: PRLS,"War Crimes/Latin Am"
21472: PRMA,"Analytical Mthds Protect Mgmt"
21473: PRMA,"Aut Fire Ext Syst"
21474: PRMA,"Business Cont Planng"
21475: PRMA,"Cont Fire Prot"
21476: PRMA,"Continuity Planning"
21477: PRMA,"Emerg Mgmt: Mit&Recv"
21478: PRMA,"Emerg Mgt: Prep & Resp"
21479: PRMA,"Emerg Strat"
21480: PRMA,"Emergency Management: Prep"
21481: PRMA,"Emergency/Recovery"
21482: PRMA,"Fac-Mentored Research in PMT"
21483: PRMA,"Geographic Info Systems"
21484: PRMA,"Human Soc Vulnerability Diast"
21485: PRMA,"Independent Study"
21486: PRMA,"Int Fire Protection"
21487: PRMA,"Managing Response"
21488: PRMA,"Mitigation And Rec"
21489: PRMA,"Passed Comp Exam"
21490: PRMA,"Passed Qualify Exam"
21491: PRMA,"Proj Mgmt: Emerg Mgmt & Pub Sa"
21492: PRMA,"Protect Systems"
21493: PRMA,"Protection Management Systems"
21494: PRMA,"Public Health Emergency Mgmt"
21495: PRMA,"Risk Analys & Loss Prevention"
21496: PRMA,"Security Mgmt"
21497: PRMA,"Security&Safety in Built Env"
21498: PRMA,"Seminar Emergency Management"
21499: PRMA,"Seminar in Selected Topics"
21500: PRMA,"Tech Emerg Mgmt"
21501: PRMA,"Technology Emergency Mgmt"
21502: PRMA,"Theory & Design Security Syst"
21503: PSYC,"Abnormal Psychology"
21504: PSYC,"Adv Chem Dep Counsel"
21505: PSYC,"Adv Research Method"
21506: PSYC,"Adv Sem Corr Psych"
21507: PSYC,"Adv Ugrd Rsrch Exper Psych"
21508: PSYC,"Advanced Research Methods"
21509: PSYC,"AdvancedIssuesVictimCounseling"
21510: PSYC,"Advncd Fornsic Assmt"
21511: PSYC,"Afr-Amer Forensc Psy"
21512: PSYC,"Agressive Adolescent"
21513: PSYC,"Alcoholism and Substance Abuse"
21514: PSYC,"Asses Clin Chem Dep"
21515: PSYC,"Assmnt & Csl Juv Ofn"
21516: PSYC,"Borderline Disorders"
21517: PSYC,"Brain and Behavior"
21518: PSYC,"Capital Punishment"
21519: PSYC,"Chem Dependency and Dys Fam"
21520: PSYC,"Chic/Lat/Mex For Psy"
21521: PSYC,"Chicano/Latino Psych"
21522: PSYC,"Child Abuse and Neglect"
21523: PSYC,"Child Development"
21524: PSYC,"Chldhood Psypath"
21525: PSYC,"Clinic Topcs For Psy"
21526: PSYC,"Clinical Crime Scene Analysis"
21527: PSYC,"Clinical Instruction"
21528: PSYC,"Clinical Interview"
21529: PSYC,"Clinical Psychology"
21530: PSYC,"Cognition & Emotions"
21531: PSYC,"Cognitive Psychology"
21532: PSYC,"Community and Gender Violence"
21533: PSYC,"Confsn & Intrgtn Psy"
21534: PSYC,"Cons Psychotherapy"
21535: PSYC,"Correctional Psychology"
21536: PSYC,"Counseling Psych"
21537: PSYC,"Counslng Rehab Offnd"
21538: PSYC,"Crim Psych Assessmnt"
21539: PSYC,"Crim Psych Assessmt"
21540: PSYC,"Criminal Behavior"
21541: PSYC,"Crisis Interven & Treatment"
21542: PSYC,"Cult Psych Healing"
21543: PSYC,"Cult21544: PSYC,"Culture Psychological Healing"
21545: PSYC,"Culture and Personality"
21546: PSYC,"Culture21547: PSYC,"Death Dying&Socty"
21548: PSYC,"Desc Stat Data Analy"
21549: PSYC,"Developmental Psychology"
21550: PSYC,"Dissociation and Trauma"
21551: PSYC,"Dissociation and trauma"
21552: PSYC,"Drug Use & Abuse"
21553: PSYC,"Effective Parenting"
21554: PSYC,"Empirical Crime Scene Analysis"
21555: PSYC,"Empirical Profiling Methods"
21556: PSYC,"Eth Chem Dep Coun"
21557: PSYC,"Ethic Iss For Psy"
21558: PSYC,"Eval & Treat of Sex Offenders"
21559: PSYC,"Eval & Trt of Sex Offenders"
21560: PSYC,"Exp Res In Law and Psychology"
21561: PSYC,"Expermental Psychology"
21562: PSYC,"Eyewitness Identification"
21563: PSYC,"Fac Mentored Research Experien"
21564: PSYC,"Fac-Mentored Research"
21565: PSYC,"Fam Conflct & Court"
21566: PSYC,"Family Violence and Disputes"
21567: PSYC,"Field Work in Psychology"
21568: PSYC,"Field work in Psychology"
21569: PSYC,"Fieldwork in Counseling I"
21570: PSYC,"Fieldwork in Counseling II"
21571: PSYC,"Fldwrk in Forens Psych"
21572: PSYC,"For Psy Dvrsty Issue"
21573: PSYC,"Forensic Soc&Exp Psy"
21574: PSYC,"Gender21575: PSYC,"Gender21576: PSYC,"Group Dyn Chem Dep"
21577: PSYC,"Group Dynamics"
21578: PSYC,"Group Dynamics & Grp Trtmnt"
21579: PSYC,"History Of Psycholog"
21580: PSYC,"History of Psychology"
21581: PSYC,"Human Growth and Development"
21582: PSYC,"Independent Study"
21583: PSYC,"Independent Study 200-level"
21584: PSYC,"Independent Study 400-level"
21585: PSYC,"Independent Study Level:300"
21586: PSYC,"Independent Study in Grad Psyc"
21587: PSYC,"Interdisc Psy"
21588: PSYC,"Interm Data Methods"
21589: PSYC,"Intermediate Stat"
21590: PSYC,"Intl & Cogntv Assmnt"
21591: PSYC,"Intro Forensic Couns"
21592: PSYC,"Intro Rsch Exp Psy"
21593: PSYC,"Intro To Assessment"
21594: PSYC,"Intro Ugrd Rsrch Exp Psych"
21595: PSYC,"Introduction to Psychology"
21596: PSYC,"Jury Decision Psych"
21597: PSYC,"Juvenile Interrogate"
21598: PSYC,"Key Concepts in Psychotherapy"
21599: PSYC,"Learning and Memory"
21600: PSYC,"Memory: Injustices"
21601: PSYC,"Mental Health Stigma"
21602: PSYC,"Mentoring Intrn 2"
21603: PSYC,"Mntl Hlth Issues in Policing"
21604: PSYC,"Multicultural Psychology"
21605: PSYC,"Objctv Prsnlty Assmt"
21606: PSYC,"Perception"
21607: PSYC,"Personality Disorder"
21608: PSYC,"Pharmacology"
21609: PSYC,"Positive Psychology"
21610: PSYC,"Prfiling Methodology"
21611: PSYC,"Projctv Prsnty Assmt"
21612: PSYC,"Prospectus Seminar"
21613: PSYC,"Psy Adol&Adol Off"
21614: PSYC,"Psy Afr Amer Expr"
21615: PSYC,"Psy Anly Crim Beh"
21616: PSYC,"Psy Crime Scene Anly"
21617: PSYC,"Psy Criml Behavor"
21618: PSYC,"Psy Of Jury Research"
21619: PSYC,"Psy Of Personalty"
21620: PSYC,"Psy Of Policework"
21621: PSYC,"Psych Eyewitness"
21622: PSYC,"Psych Major Crime"
21623: PSYC,"Psych Of Dreams"
21624: PSYC,"Psych Profile Offend"
21625: PSYC,"Psych Profile of Hom Offender"
21626: PSYC,"Psych and Law"
21627: PSYC,"Psychology Of Cults"
21628: PSYC,"Psychology Tr Cred"
21629: PSYC,"Psychology and Women"
21630: PSYC,"Psychology and policing"
21631: PSYC,"Psychology and the Law"
21632: PSYC,"Psychology of Adolescence"
21633: PSYC,"Psychology of Communication"
21634: PSYC,"Psychology of Dreams"
21635: PSYC,"Psychology of Gender"
21636: PSYC,"Psychology of Human Sexuality"
21637: PSYC,"Psychology of Jury Research"
21638: PSYC,"Psychology of Oppression"
21639: PSYC,"Psychology of Racial Justice"
21640: PSYC,"Psychology of Sports"
21641: PSYC,"Psychopath Assessmnt"
21642: PSYC,"Psychopathol & Lit."
21643: PSYC,"Psychopathology"
21644: PSYC,"Psychopathology and Literature"
21645: PSYC,"Psychopathy"
21646: PSYC,"Psychopharmacology"
21647: PSYC,"Public Policy & Law"
21648: PSYC,"Research Design and Methods"
21649: PSYC,"Research Methods in Psychology"
21650: PSYC,"Selc Topics In Fmhc"
21651: PSYC,"Selected Topics in Psychology"
21652: PSYC,"Sem&Prctm Teach Psy"
21653: PSYC,"Seminar in Forensic Psychology"
21654: PSYC,"Sensation and Perception"
21655: PSYC,"Sex and Culture"
21656: PSYC,"Sexual Harassment"
21657: PSYC,"Soc Psych & The Crim Just Syst"
21658: PSYC,"Soc Sci Evid In Cour"
21659: PSYC,"Social Psy&Legal Sy"
21660: PSYC,"Social Psychology"
21661: PSYC,"Social Psychopathology"
21662: PSYC,"Stress Management"
21663: PSYC,"Supervised Research"
21664: PSYC,"Supervised Research Exp Psy"
21665: PSYC,"Terrorism"
21666: PSYC,"Test and Measures"
21667: PSYC,"The Psychology of Terrorism"
21668: PSYC,"The psychology of cults"
21669: PSYC,"Thematic Internship"
21670: PSYC,"Thematic-Psychol"
21671: PSYC,"Theories of Personality"
21672: PSYC,"Therap Intrv Alch"
21673: PSYC,"Transdiag Mindfulness Treatmt"
21674: PSYC,"Transfer Cognate 1"
21675: PSYC,"Transfer Cognate 2"
21676: PSYC,"Transfer Cognate 3"
21677: PSYC,"Transfer Cognate IV"
21678: PSYC,"Transfer Elective 4"
21679: PSYC,"Transfer Elective I"
21680: PSYC,"Transfer Elective II"
21681: PSYC,"Transfer Elective III"
21682: PSYC,"Understanding Addiction"
21683: PSYC,"VictimCounseling&Psychotherapy"
21684: PSYC,"Victimology"
21685: PSYC,"Violence and Aggression"
21686: PSYC,"Youth Fam & Crj"
21687: PSYC,"Youth21688: PUAD,"Administ Law Regula"
21689: PUAD,"Advanced Policy Analysis"
21690: PUAD,"Anlytcl Mthds Hlth Care Audit"
21691: PUAD,"Applied Econ for Public Admin"
21692: PUAD,"Assmnt Aud & Inv Hr"
21693: PUAD,"Audit & Invstg In Hr"
21694: PUAD,"Budgeting"
21695: PUAD,"Bureaupathology"
21696: PUAD,"Capital21697: PUAD,"Capstone Sem in Pub Admin"
21698: PUAD,"Capstone Seminar"
21699: PUAD,"Cases Prod Pub Management"
21700: PUAD,"Cmp Prg Mgmt&Anly"
21701: PUAD,"Comp App Pub Pol"
21702: PUAD,"Comp App Pubadm"
21703: PUAD,"Comp Public Administration"
21704: PUAD,"Compar Pub Admin"
21705: PUAD,"Compar Public Admin"
21706: PUAD,"Computer Security"
21707: PUAD,"Conc&Cas Pub Pol"
21708: PUAD,"Contemp Issues in Court Admin"
21709: PUAD,"Contemporary Admin & Judiciary"
21710: PUAD,"Court Administration"
21711: PUAD,"Crimnlgy & Pub Polcy"
21712: PUAD,"Critical Incident Analysis"
21713: PUAD,"Crj Service Delivery"
21714: PUAD,"Current Ig Issues"
21715: PUAD,"Decisions In Crisis"
21716: PUAD,"Decisions and Crises"
21717: PUAD,"Del Sys Just&Urb Srv"
21718: PUAD,"Deliver System in Crim Justice"
21719: PUAD,"Ethics & Cmplc Audit"
21720: PUAD,"Ethics In Pub Serv"
21721: PUAD,"Fac Mentored Reseach Experien"
21722: PUAD,"Fac-Mentored Research: PAD"
21723: PUAD,"Financial Forensic Exam &Audit"
21724: PUAD,"Fraud21725: PUAD,"Governing the Just City"
21726: PUAD,"Health Services Fraud21727: PUAD,"Hr & Labor Rel Pb Sc"
21728: PUAD,"Human Resource Administration"
21729: PUAD,"Human Resources Management"
21730: PUAD,"Independent Sector"
21731: PUAD,"Independent Sector: Nonprofits"
21732: PUAD,"Independent Study"
21733: PUAD,"Independent Study 200-level"
21734: PUAD,"Independent Study 300-level"
21735: PUAD,"Independent Study 400-level"
21736: PUAD,"Information in Public Administ"
21737: PUAD,"Insp & Ovrst Health Care Dlvry"
21738: PUAD,"Insp. General Course"
21739: PUAD,"Inspction & Oversght"
21740: PUAD,"Int Pub Policy & Adm"
21741: PUAD,"International Intergov Orgs"
21742: PUAD,"International Public Administr"
21743: PUAD,"Internship"
21744: PUAD,"Intl Insp & Oversight"
21745: PUAD,"Intl Iss Envrn Ovrst"
21746: PUAD,"Intl Pub Pol & Admin"
21747: PUAD,"Intro to Public Administration"
21748: PUAD,"Investigation Management"
21749: PUAD,"Investigative Technique"
21750: PUAD,"Just Adm & Plan"
21751: PUAD,"Labor Relations"
21752: PUAD,"Law School Transfer III"
21753: PUAD,"Law School Transfer IV"
21754: PUAD,"Law School Trnsfer 2"
21755: PUAD,"Law School Trnsfr 1"
21756: PUAD,"Law of Public Employment"
21757: PUAD,"Managing People:Hr"
21758: PUAD,"Mang Org Beh Tran"
21759: PUAD,"Measurement in Public Policy"
21760: PUAD,"Methods in Transparent System"
21761: PUAD,"Mgmt Of Info&Technol"
21762: PUAD,"Mgt Sysms & Tchnqs"
21763: PUAD,"Not-for-Profit Organization"
21764: PUAD,"Operations Management"
21765: PUAD,"Operations Research"
21766: PUAD,"Organ Perform Asses"
21767: PUAD,"Organization Theory & Manag"
21768: PUAD,"Out-Sourcing"
21769: PUAD,"Ovs Ind Reg&Pol Auth"
21770: PUAD,"Passed Comp Exam"
21771: PUAD,"Passed Qualify Exam"
21772: PUAD,"Planning and Policy Analysis"
21773: PUAD,"Police Oversight"
21774: PUAD,"Policy Advocacy Practicum"
21775: PUAD,"Policy Advocacy Practicum 2"
21776: PUAD,"Policy Advocacy Practicum I"
21777: PUAD,"Policy Advocacy Practicum II"
21778: PUAD,"Policy Analysis Crj"
21779: PUAD,"Polit Settg Pub Adm"
21780: PUAD,"Practicum In Pub Adm"
21781: PUAD,"Productivity Mgmt"
21782: PUAD,"Progm Devel & Eval"
21783: PUAD,"Project Management"
21784: PUAD,"Pub Administration"
21785: PUAD,"Pub Org Fraud Waste"
21786: PUAD,"Pub Org Oversight"
21787: PUAD,"Pub Sect Inspect"
21788: PUAD,"Public Admin Elective Credit"
21789: PUAD,"Public Administration"
21790: PUAD,"Public Health Policy and Admin"
21791: PUAD,"Public Oversight of Policing"
21792: PUAD,"Public Policy & Admn"
21793: PUAD,"Public Policy Analysis"
21794: PUAD,"Public Sector Acct & Auditing"
21795: PUAD,"Public Sector Financial Mgmt"
21796: PUAD,"Quant Analys for Decision Mkrs"
21797: PUAD,"Quant Prb In Pad"
21798: PUAD,"Quantitative Methd 1"
21799: PUAD,"Quantitative Method II"
21800: PUAD,"Rsrch Mthds in Public Admin"
21801: PUAD,"ST:Public Administration"
21802: PUAD,"Sem & Internship Public Admin"
21803: PUAD,"Seminar Public Administration"
21804: PUAD,"Semnr Selc Topics"
21805: PUAD,"Semr&Intrn Nyc Go"
21806: PUAD,"Special Topics"
21807: PUAD,"Statistics for Public Admin"
21808: PUAD,"Technqs & Tools Hr"
21809: PUAD,"Terrorist Financing"
21810: PUAD,"Tools/Techniques"
21811: PUAD,"Urban Study Transfer I"
21812: PUAD,"Urban Study Trnsfr 2"
21813: PUAD,"Urban Study Trnsfr 3"
21814: PUAD,"Urban Study Trnsfr 4"
21815: PUAD,"Workplace Investgtns"
21816: PUAD,"Workplace Investigation"
21817: PUAD,"Writing for Management"
21818: READ,"Reading Immersion"
21819: RELI,"Eastern Religion"
21820: RELI,"Eastern Religions"
21821: RELI,"Independent Study 200-level"
21822: RELI,"Independent Study 300-level"
21823: RELI,"Independent Study 400-level"
21824: RELI,"Western Religions"
21825: RUSS,"Adv Reading In Rus"
21826: RUSS,"Adv Rus Convers"
21827: RUSS,"Adv Russian Grammar"
21828: RUSS,"Euro Lit Legacies"
21829: RUSS,"Independent Study"
21830: RUSS,"Intrmd Conv& Grammar"
21831: RUSS,"Intrmd Read Russian"
21832: RUSS,"Justice Russian Lit"
21833: RUSS,"Justice in Russian Literature"
21834: RUSS,"Legal Translate II"
21835: RUSS,"Legal Translation I"
21836: RUSS,"Legal Translation II"
21837: RUSS,"Rus For Her Speakers"
21838: RUSS,"Rus For Law Enfrcmnt"
21839: RUSS,"Russ Court Interpet"
21840: RUSS,"Russia through Film"
21841: RUSS,"Russian Crime Drama"
21842: RUSS,"Russian Culture"
21843: RUSS,"Russian Herit Spk I"
21844: RUSS,"Russian Herit Spk II"
21845: RUSS,"Russian Translation"
21846: RUSS,"Seminar in Russian Drama"
21847: RUSS,"Survey of Russian Culture"
21848: RUSS,"Utopian Lit"
21849: SCIE,"Case Studies in the Sciences"
21850: SCIE,"Chem Ordinary Things"
21851: SCIE,"Chemistry of Cooking"
21852: SCIE,"Ecology of NYC"
21853: SCIE,"Ecology of the Five Boroughs"
21854: SCIE,"Env Sci Sustainabil"
21855: SCIE,"Exempt Sci Gen Ed"
21856: SCIE,"Independent Study 200-level"
21857: SCIE,"Independent Study 300-level"
21858: SCIE,"Independent Study 400-level"
21859: SCIE,"Interdisc Sci"
21860: SCIE,"Ori Big Bang To Life"
21861: SCIE,"Prin Forensic Sci"
21862: SCIE,"Science of Cosmetics"
21863: SCIE,"The Human Body"
21864: SCIE,"Toxin or Not"
21865: SECU,"Analytical Mthds Protect Mgmt"
21866: SECU,"Aut Fire Ext Syst"
21867: SECU,"Bldg & Fire Codes"
21868: SECU,"Business Cont Planng"
21869: SECU,"Celeb Exec & Event Security"
21870: SECU,"Cybercrime Investigations"
21871: SECU,"Cyberfraud & Identity Theft"
21872: SECU,"Cyberlaw and Cyberliberties"
21873: SECU,"Cyberpredators"
21874: SECU,"Cybervice"
21875: SECU,"Emergency Planning"
21876: SECU,"Energy Industry Security"
21877: SECU,"Fac-Mentored Research Exp: SEC"
21878: SECU,"Fac-Mentored Research in SEC"
21879: SECU,"Hospital & Healthcare Security"
21880: SECU,"Independent Study"
21881: SECU,"Independent Study 200-level"
21882: SECU,"Independent Study 300-level"
21883: SECU,"Independent Study 400-level"
21884: SECU,"Info Tech & Cybercrime"
21885: SECU,"Intelligence and Counterintel"
21886: SECU,"Internship"
21887: SECU,"Intro To Emergency Management"
21888: SECU,"Intro to Cybercrime"
21889: SECU,"Intro to Homeland Security"
21890: SECU,"Intro to Protection Mgmt Systm"
21891: SECU,"Introduction to Security"
21892: SECU,"Legal Re & Admin Issues Priv"
21893: SECU,"Maritime Security and Safety"
21894: SECU,"Methods of Security"
21895: SECU,"Museum Security"
21896: SECU,"Private Sec & Law"
21897: SECU,"Private Security"
21898: SECU,"Private Security and the Law"
21899: SECU,"Privatization Private Security"
21900: SECU,"Pvt Sec&Homeland Def"
21901: SECU,"Pvt Security Trends"
21902: SECU,"Retail and Commercial Security"
21903: SECU,"Risk & Vulner Analy	"
21904: SECU,"Risk Analys & Loss Prevention"
21905: SECU,"Risk/Threat/Infrastr"
21906: SECU,"Safety & Sec in Higher Ed Inst"
21907: SECU,"Safety And Sec In The Built En"
21908: SECU,"Sec Computer Data"
21909: SECU,"Secur Finan Institut"
21910: SECU,"Security Investigations"
21911: SECU,"Security Management"
21912: SECU,"Security Management Internship"
21913: SECU,"Security Manangement Thesis"
21914: SECU,"Security Mgmt"
21915: SECU,"Security Risk and Technology"
21916: SECU,"Security Tr Cred"
21917: SECU,"Selected Topics in Sec Mgmnt"
21918: SECU,"Seminar in Security Problems"
21919: SECU,"Special Topics"
21920: SECU,"Tech of Security and Safety"
21921: SECU,"Terror21922: SECU,"Theory & Design Security Syst"
21923: SEEK,"Basic Communication Skills I"
21924: SEEK,"Basic Communication Skills II"
21925: SEEK,"Basic Communication Skills III"
21926: SEEK,"Blueprint Success"
21927: SEEK,"Computer Skills"
21928: SEEK,"Crit Think Vis Arts"
21929: SEEK,"Int Basic Math Sk"
21930: SEEK,"Seek Freshman Colloquium"
21931: SOCI,"Adv Methodology"
21932: SOCI,"Adv Soc Statistics"
21933: SOCI,"Advanced Social Statistics"
21934: SOCI,"Appl Qual Rsrch Meth"
21935: SOCI,"Chem Dependency And Dys Fam"
21936: SOCI,"Citizen Subj State"
21937: SOCI,"Classical Sociological Theory"
21938: SOCI,"Corp White Col Cr"
21939: SOCI,"Crim Res Intern2"
21940: SOCI,"Crime @ Just In Film"
21941: SOCI,"Crime Media Pub Opin"
21942: SOCI,"Crime and Delinquency in Asia"
21943: SOCI,"Crime and Social Justice"
21944: SOCI,"Criminology"
21945: SOCI,"Criminology Research Internsh"
21946: SOCI,"Cult Leaders"
21947: SOCI,"Culture and Personality"
21948: SOCI,"Death Dying&Socty"
21949: SOCI,"Deviance21950: SOCI,"Disput Res Intnshp 2"
21951: SOCI,"Domestic Violence"
21952: SOCI,"Drug Use and Abuse"
21953: SOCI,"Environmental Sociology"
21954: SOCI,"Evaluation Research"
21955: SOCI,"Facult Ment Resrch Exper Socio"
21956: SOCI,"Food Justice"
21957: SOCI,"Gangs and Transnationalism"
21958: SOCI,"Gender Issues In Crj"
21959: SOCI,"Global Social Movements"
21960: SOCI,"Health21961: SOCI,"Independent Study"
21962: SOCI,"Independent Study 200-level"
21963: SOCI,"Independent Study 300-level"
21964: SOCI,"Independent Study 400-level"
21965: SOCI,"Interdisc Internship"
21966: SOCI,"Interdisc Soc"
21967: SOCI,"International Criminology"
21968: SOCI,"Internship: Dispute Resolution"
21969: SOCI,"Internships for Sociology"
21970: SOCI,"Introduction to Sociology"
21971: SOCI,"Latin American Women"
21972: SOCI,"Latino Exper in Urban U.S."
21973: SOCI,"Mentoring Internship"
21974: SOCI,"Migration and Crime"
21975: SOCI,"Penology"
21976: SOCI,"Political Imprisonment"
21977: SOCI,"Political Sociology"
21978: SOCI,"Prob & Parole: Prin & Practice"
21979: SOCI,"Probation & Parole"
21980: SOCI,"Qualitative Research Methods"
21981: SOCI,"Restorative Justice"
21982: SOCI,"Selected Topics in Criminology"
21983: SOCI,"Selected Topics in Dispute Res"
21984: SOCI,"Selected Topics in Sociology"
21985: SOCI,"Sem Minority Gps"
21986: SOCI,"Semin Punish Society"
21987: SOCI,"Senior Seminar in Criminology"
21988: SOCI,"Senior Seminar in Sociology"
21989: SOCI,"Sexual Identity & Soc: LGBT"
21990: SOCI,"Soc Asp Alch Abus"
21991: SOCI,"Soc Aspc Alch Abus"
21992: SOCI,"Soc Lab Disp Resl"
21993: SOCI,"Soc Of Conflict"
21994: SOCI,"Soc Of Labor Movemnt"
21995: SOCI,"Soc of Race & Ethnic Relatn"
21996: SOCI,"Social Change"
21997: SOCI,"Social Deviance"
21998: SOCI,"Social Problems"
21999: SOCI,"Social Stratification"
22000: SOCI,"Sociological Theory"
22001: SOCI,"Sociology of Families"
22002: SOCI,"Sociology of Global Migration"
22003: SOCI,"Sociology of Human Rights"
22004: SOCI,"Sociology of Mental Illness"
22005: SOCI,"Sociology of Sexualities"
22006: SOCI,"Sociology of Work and Jobs"
22007: SOCI,"Sport in Global Perspective"
22008: SOCI,"Tabloid Justice"
22009: SOCI,"The Counterculture"
22010: SOCI,"The Sociology of Law"
22011: SOCI,"The Sociology of Violence"
22012: SOCI,"Thematic Internship"
22013: SOCI,"Theories of Social Order"
22014: SOCI,"Urban Sociology"
22015: SOCI,"Victimology"
22016: SOCI,"Women & Social Control US"
22017: SOCI,"Women and Crime"
22018: SOCI,"Women’s Studies"
22019: SOCI,"Youth Fam & Crj"
22020: SOCI,"Youth22021: SOEI,"Intro Business & Entreprenshp"
22022: SOEI,"Selected Topics in SEI"
22023: SOEI,"Social Entrepreneurship"
22024: SOEI,"Social Entrepreneurship Topics"
22025: SOSR,"Res Mth Beh Sci"
22026: SOSR,"Writing in Criminal Justice"
22027: SOSR,"Writing in Soc Sciences"
22028: SOWO,"Social Welfare 1"
22029: SOWO,"Social Welfare 2"
22030: SPAN,"Adv Conversatn 1"
22031: SPAN,"Advanced Conversational Span"
22032: SPAN,"Advanced Select Topics in Span"
22033: SPAN,"Advanced Selected Topics in Sp"
22034: SPAN,"African Legacy Lat-Am Lit/Film"
22035: SPAN,"Contemp Issues in Hispanic Lit"
22036: SPAN,"Detective Fiction"
22037: SPAN,"Fac Mntred Rsrch Exper in Span"
22038: SPAN,"GLBT Issues Hispanic Film & Li"
22039: SPAN,"Hispanic Film"
22040: SPAN,"Independent Study 200-level"
22041: SPAN,"Independent Study 300-level"
22042: SPAN,"Independent Study 400-level"
22043: SPAN,"Int Tech-Civ&Crim"
22044: SPAN,"Intensive Non-Heritage"
22045: SPAN,"Intermed Span I Heritage Stdnt"
22046: SPAN,"Intermed Spanish II Heritage"
22047: SPAN,"Intermediate Spanish I"
22048: SPAN,"Intermediate Spanish II"
22049: SPAN,"Internship in SPA Interp&Trans"
22050: SPAN,"Interpreting I"
22051: SPAN,"Interpreting II"
22052: SPAN,"Intns Sp(Non Sp Spk)"
22053: SPAN,"Intnsve For Sp Spkrs"
22054: SPAN,"Intro Spa 1 Heritage"
22055: SPAN,"Intro Spa 2 Heritage"
22056: SPAN,"Intro to Spanish II Review"
22057: SPAN,"Introductory Spanish I"
22058: SPAN,"Introductory Spanish II"
22059: SPAN,"Issue In Hisp Lit"
22060: SPAN,"Justice Latin Am"
22061: SPAN,"Justice in 20th Cent Span Lit"
22062: SPAN,"Justice in Spanish Literature"
22063: SPAN,"Lat Ame Film Lit"
22064: SPAN,"Latin Am Thru Lit"
22065: SPAN,"Latin Amer Thea: Thea Wrkshp"
22066: SPAN,"Latin American Literature I"
22067: SPAN,"Latin American Literature II"
22068: SPAN,"Legal Interpreting I"
22069: SPAN,"Legal Interpreting II"
22070: SPAN,"Legal Translating"
22071: SPAN,"Nature and Society"
22072: SPAN,"Practical Spanish I"
22073: SPAN,"Practical Spanish II"
22074: SPAN,"Professional Spanish"
22075: SPAN,"Selected Topics in Spanish"
22076: SPAN,"Spa Amer Lit&The Law"
22077: SPAN,"Spa For Law Enfrcmnt"
22078: SPAN,"Spa Lit Of Utopias"
22079: SPAN,"Spanish Conversation & Comp"
22080: SPAN,"Spanish Experience II"
22081: SPAN,"Spanish Literature I"
22082: SPAN,"Spanish Literature II"
22083: SPAN,"Spanish Tr Cred"
22084: SPAN,"Spanish for Criminal Justice"
22085: SPAN,"Spanish for the Professional"
22086: SPAN,"Summer Introductory Review Cou"
22087: SPAN,"Text Analysis & Editing"
22088: SPAN,"Theatre of Americas since 1960"
22089: SPAN,"Theme of Just in Latin Ame Lit"
22090: SPAN,"Theme of Justice Spanish Lit"
22091: SPAN,"Translating I"
22092: SPAN,"Translating II"
22093: SPAN,"Translating III: Specialized"
22094: SPAN,"Violence Against Women"
22095: SPEE,"Adv Public Comm"
22096: SPEE,"Argumentation and Debate"
22097: SPEE,"Courtroom Communication"
22098: SPEE,"Crisis Communication"
22099: SPEE,"Independent Study"
22100: SPEE,"Intercultural Speech"
22101: SPEE,"Interdisc Speech"
22102: SPEE,"Interpersonal Com"
22103: SPEE,"Managerial Communication"
22104: SPEE,"Oral Interp Lit"
22105: SPEE,"Patterns Comm 1"
22106: SPEE,"Patterns Comm 2"
22107: SPEE,"Patterns Communicatn"
22108: SPEE,"Persuasion"
22109: SPEE,"Psychology of Communication"
22110: SPEE,"Race22111: SPEE,"Speech Clinic"
22112: SPEE,"Speech Communication"
22113: SPEE,"Speech Workshop"
22114: STAB,"CUNY Study Abroad 13-credits"
22115: STAB,"CUNY Study Abroad 8-credits"
22116: STAB,"Non-CUNY Study Abroad"
22117: STAB,"Non-CUNY Study Abroad- 15 cr"
22118: STAB,"Non-CUNY Study Abroad- 16 cr"
22119: STAB,"Non-CUNY Study Abroad- 18 cr"
22120: STAB,"Non-CUNY Study Abroad- 5 cr"
22121: STAB,"Non-CUNY Study Abroad- 8 cr"
22122: STAB,"Non-CUNY Study Abroad-1 credit"
22123: STAB,"Non-CUNY Study Abroad-12 cr"
22124: STAB,"Non-CUNY Study Abroad-13 cr"
22125: STAB,"Non-CUNY Study Abroad-15 cr"
22126: STAB,"Non-CUNY Study Abroad-2 credit"
22127: STAB,"Non-CUNY Study Abroad-3 credit"
22128: STAB,"Non-CUNY Study Abroad-4 credit"
22129: STAB,"Non-CUNY Study Abroad-6 credit"
22130: STAB,"Non-CUNY Study Abroad-7 credit"
22131: STAB,"Non-Cuny Study Abroad-12 cr"
22132: STAB,"Study Abroad"
22133: STAT,"Data Analys: Second Crse Stats"
22134: STAT,"Stat-Prin/Methods"
22135: TOXI,"Analytic & Quant Toxicol Lab"
22136: TOXI,"Analytic Toxicology Techniques"
22137: TOXI,"Analytical Toxicology"
22138: TOXI,"Capstone in Toxicology"
22139: TOXI,"Cellular & MolecularToxicology"
22140: TOXI,"Clinical Toxicology"
22141: TOXI,"Forensic Pharmacology"
22142: TOXI,"Forensic Toxicology"
